"NOM","SIGLE"
"SAINTE-MARTINE","SNT-MRTN"
"SAINTE-ROSE","SNT-RS"
"SAINTE-ROSE-FANCHINE","SNT-RS-FNCHN"
"SAINTE-ROSE-FRANCHINE","SNT-RS-FRNCHN"
"SAINTE-ROSE-MARIE-SAINTE","SNT-RS-MR-SNT"
"SAINTE-ROSE-MERIL","SNT-RS-MRL"
"SAINTE-THERESE","SNT-THRS"
"SAINTEBARBE","SNTBRB"
"SAINTECATHERINE","SNTCTHRN"
"SAINTECROIX","SNTCRX"
"SAINTEFF","SNTFF"
"SAINTELLIER","SNTLLR"
"SAINTEMARIE","SNTMR"
"SAINTEMARTINE","SNTMRTN"
"SAINTEMEME","SNTMM"
"SAINTEN","SNTN"
"SAINTENAC","SNTNC"
"SAINTENOY","SNTN"
"SAINTES","SNTS"
"SAINTESPES","SNTSPS"
"SAINTEVILLE","SNTVLL"
"SAINTHILLIER","SNTHLLR"
"SAINTHON","SNTHN"
"SAINTHORANT","SNTHRNT"
"SAINTHOT","SNTHT"
"SAINTHUILE","SNTHL"
"SAINTIER","SNTR"
"SAINTIGNAN","SNTGNN"
"SAINTIGNON","SNTGNN"
"SAINTIGNY","SNTGN"
"SAINTIL","SNTL"
"SAINTILAN","SNTLN"
"SAINTILLAN","SNTLLN"
"SAINTIN","SNTN"
"SAINTINI","SNTN"
"SAINTIPOLY","SNTPL"
"SAINTIS","SNTS"
"SAINTIVE","SNTV"
"SAINTIVES","SNTVS"
"SAINTJEAN","SNTJN"
"SAINTLOS","SNTLS"
"SAINTOBERT","SNTBRT"
"SAINTOIN","SNTN"
"SAINTOME","SNTM"
"SAINTOMER","SNTMR"
"SAINTON","SNTN"
"SAINTONGE","SNTNG"
"SAINTONGEY","SNTNG"
"SAINTONS","SNTNS"
"SAINTORANT","SNTRNT"
"SAINTORENS","SNTRNS"
"SAINTOT","SNTT"
"SAINTOUL","SNTL"
"SAINTOURENS","SNTRNS"
"SAINTOUT","SNTT"
"SAINTOYANT","SNTNT"
"SAINTPAUL","SNTPL"
"SAINTPERE","SNTPR"
"SAINTPEYRE","SNTPR"
"SAINTPIERRE","SNTPRR"
"SAINTRAIN","SNTRN"
"SAINTRAIS","SNTRS"
"SAINTRAPT","SNTRPT"
"SAINTURAT","SNTRT"
"SAINTVANNE","SNTVNN"
"SAINTVENANT","SNTVNNT"
"SAINTVILLE","SNTVLL"
"SAINTVOIRIN","SNTVRN"
"SAINTY","SNT"
"SAINTYVES","SNTVS"
"SAINVAL-NOEL","SNVL-NL"
"SAINVE","SNV"
"SAINVET","SNVT"
"SAINVIL","SNVL"
"SAINVILLE","SNVLL"
"SAINVOIRIN","SNVRN"
"SAINZ","SNZ"
"SAINZELLE","SNZLL"
"SAIONI","SN"
"SAIRE","SR"
"SAIS","SS"
"SAISDUBREIL","SSDBRL"
"SAISELET","SSLT"
"SAISI","SS"
"SAISON","SSN"
"SAISSAC","SSSC"
"SAISSE","SSS"
"SAISSET","SSST"
"SAISSI","SSS"
"SAISSY","SSS"
"SAIT","ST"
"SAITER","STR"
"SAITHSOOTHANE","STHSTHN"
"SAITI","ST"
"SAITO","ST"
"SAITRE","STR"
"SAITTA","STT"
"SAIU","S"
"SAIVE","SV"
"SAIVEAU","SV"
"SAIVET","SVT"
"SAIVIN","SVN"
"SAIVRE","SVR"
"SAIVRES","SVRS"
"SAIX","SX"
"SAIZ","SZ"
"SAJ","SJ"
"SAJA","SJ"
"SAJAN","SJN"
"SAJAS","SJS"
"SAJAT","SJT"
"SAJDAK","SJDK"
"SAJE","SJ"
"SAJET","SJT"
"SAJID","SJD"
"SAJIDE","SJD"
"SAJKIEWICZ","SJKWCZ"
"SAJNOG","SJNG"
"SAJOT","SJT"
"SAJOUS","SJS"
"SAJOUX","SJX"
"SAJOVIC","SJVC"
"SAJUS","SJS"
"SAK","SK"
"SAKA","SK"
"SAKAEL","SKL"
"SAKAL","SKL"
"SAKALI","SKL"
"SAKALOFF","SKLFF"
"SAKALOWSKI","SKLWSK"
"SAKAYAN","SKN"
"SAKELLARIDES","SKLLRDS"
"SAKER","SKR"
"SAKET","SKT"
"SAKHI","SKH"
"SAKHO","SKH"
"SAKHRAOUI","SKHR"
"SAKHRI","SKHR"
"SAKI","SK"
"SAKINE","SKN"
"SAKKA","SKK"
"SAKKI","SKK"
"SAKO","SK"
"SAKOUHI","SKH"
"SAKOUN","SKN"
"SAKOWICZ","SKWCZ"
"SAKOWSKI","SKWSK"
"SAKR","SKR"
"SAKRAOUI","SKR"
"SAKRI","SKR"
"SAKSIK","SKSK"
"SAKTON","SKTN"
"SAL","SL"
"SALA","SL"
"SALABARAAS","SLBRS"
"SALABELLE","SLBLL"
"SALABER","SLBR"
"SALABERRIA","SLBRR"
"SALABERRY","SLBRR"
"SALABERT","SLBRT"
"SALABI","SLB"
"SALACE","SLC"
"SALACH","SLCH"
"SALACROU","SLCR"
"SALACROUP","SLCRP"
"SALACROUX","SLCRX"
"SALADE","SLD"
"SALADIN","SLDN"
"SALADINI","SLDN"
"SALADINO","SLDN"
"SALADO","SLD"
"SALADON","SLDN"
"SALAFA","SLF"
"SALAFIA","SLF"
"SALAFRANQUE","SLFRNQ"
"SALAGE","SLG"
"SALAGER","SLGR"
"SALAGNAC","SLGNC"
"SALAGNAT","SLGNT"
"SALAGNON","SLGNN"
"SALAH","SLH"
"SALAH ALY","SLH L"
"SALAHUN","SLHN"
"SALAI","SL"
"SALAIN","SLN"
"SALAIRE","SLR"
"SALAIS","SLS"
"SALAM","SLM"
"SALAMA","SLM"
"SALAMAGNE","SLMGN"
"SALAMAGNOU","SLMGN"
"SALAMALA","SLML"
"SALAMAN","SLMN"
"SALAMANCA","SLMNC"
"SALAMAND","SLMND"
"SALAMANI","SLMN"
"SALAMAT","SLMT"
"SALAMBEAU","SLMB"
"SALAMBEHERE","SLMBHR"
"SALAME","SLM"
"SALAMEH","SLMH"
"SALAMERO","SLMR"
"SALAMI","SLM"
"SALAMITE","SLMT"
"SALAMITO","SLMT"
"SALAMITOU","SLMT"
"SALAMO","SLM"
"SALAMON","SLMN"
"SALAMONE","SLMN"
"SALAN","SLN"
"SALANAVE","SLNV"
"SALANCON","SLNCN"
"SALAND","SLND"
"SALANDIN","SLNDN"
"SALANDINI","SLNDN"
"SALANDRE","SLNDR"
"SALANE","SLN"
"SALANEUVE","SLNV"
"SALANGROS","SLNGRS"
"SALANI","SLN"
"SALANIE","SLN"
"SALANIER","SLNR"
"SALANNE","SLNN"
"SALANON","SLNN"
"SALANOUBAT","SLNBT"
"SALANOUVE","SLNV"
"SALANOVA","SLNV"
"SALANSON","SLNSN"
"SALAOUATCHI","SLTCH"
"SALAR","SLR"
"SALARD","SLRD"
"SALARDAINE","SLRDN"
"SALARDENNE","SLRDNN"
"SALARDI","SLRD"
"SALARDON","SLRDN"
"SALARI","SLR"
"SALARIS","SLRS"
"SALARNIER","SLRNR"
"SALAS","SLS"
"SALASAR","SLSR"
"SALASC","SLSC"
"SALASCA","SLSC"
"SALAT","SLT"
"SALATA","SLT"
"SALATCHY","SLTCH"
"SALATHE","SLTH"
"SALATI","SLT"
"SALAUD","SLD"
"SALAUN","SLN"
"SALAUN DE KERTANGUY","SLN D KRTNG"
"SALAUZE","SLZ"
"SALAVERA","SLVR"
"SALAVERRIA","SLVRR"
"SALAVERT","SLVRT"
"SALAVIALE","SLVL"
"SALAVILLE","SLVLL"
"SALAVIN","SLVN"
"SALAVY","SLV"
"SALAZAN","SLZN"
"SALAZAR","SLZR"
"SALAZARD","SLZRD"
"SALBAN","SLBN"
"SALBAT","SLBT"
"SALBER","SLBR"
"SALBERT","SLBRT"
"SALBIN","SLBN"
"SALBOT","SLBT"
"SALBREUX","SLBRX"
"SALBRIS","SLBRS"
"SALCE","SLC"
"SALCEDE","SLCD"
"SALCEDO","SLCD"
"SALCET","SLCT"
"SALCH","SLCH"
"SALCIARINI","SLCRN"
"SALCIOLI","SLCL"
"SALDANA","SLDN"
"SALDANHA","SLDNH"
"SALDES","SLDS"
"SALDI","SLD"
"SALDIAS","SLDS"
"SALDIBOURE","SLDBR"
"SALDO","SLD"
"SALDOT","SLDT"
"SALDOU","SLD"
"SALDUBEHERE","SLDBHR"
"SALDUCCI","SLDCC"
"SALDUMBIDE","SLDMBD"
"SALE","SL"
"SALEAU","SL"
"SALECROIX","SLCRX"
"SALEDY","SLD"
"SALEEM","SLM"
"SALEFRANQUE","SLFRNQ"
"SALEG","SLG"
"SALEH","SLH"
"SALEHI","SLH"
"SALEIL","SLL"
"SALEILLE","SLLL"
"SALEILLES","SLLLS"
"SALEINE","SLN"
"SALEIX","SLX"
"SALEK","SLK"
"SALEL","SLL"
"SALELLAS","SLLLS"
"SALELLES","SLLLS"
"SALEM","SLM"
"SALEMBIEN","SLMBN"
"SALEMBIER","SLMBR"
"SALEMI","SLM"
"SALEMKOUR","SLMKR"
"SALEMME","SLMM"
"SALEN","SLN"
"SALENAVE","SLNV"
"SALENBIER","SLNBR"
"SALENC","SLNC"
"SALENCE","SLNC"
"SALENCON","SLNCN"
"SALENDRE","SLNDR"
"SALENDRES","SLNDRS"
"SALENGRO","SLNGR"
"SALENGROIS","SLNGRS"
"SALENGROS","SLNGRS"
"SALENNE","SLNN"
"SALENS","SLNS"
"SALENSON","SLNSN"
"SALENT","SLNT"
"SALENTEY","SLNT"
"SALENTIN","SLNTN"
"SALER","SLR"
"SALERA","SLR"
"SALERES","SLRS"
"SALERIO","SLR"
"SALERNE","SLRN"
"SALERNO","SLRN"
"SALERS","SLRS"
"SALERT","SLRT"
"SALERY","SLR"
"SALES","SLS"
"SALESIANI","SLSN"
"SALESSE","SLSS"
"SALESSES","SLSSS"
"SALESSY","SLSS"
"SALET","SLT"
"SALETA","SLT"
"SALETES","SLTS"
"SALETTE","SLTT"
"SALETTES","SLTTS"
"SALETTI","SLTT"
"SALETZKI","SLTZK"
"SALEUN","SLN"
"SALEUR","SLR"
"SALEVIEILLES","SLVLLS"
"SALEY","SL"
"SALEZ","SLZ"
"SALFATI","SLFT"
"SALFRANC","SLFRNC"
"SALFRAND","SLFRND"
"SALGA","SLG"
"SALGADO","SLGD"
"SALGARELLA","SLGRLL"
"SALGAROLO","SLGRL"
"SALGAS","SLGS"
"SALGE","SLG"
"SALGET","SLGT"
"SALGON","SLGN"
"SALGUEIRA","SLGR"
"SALGUEIRO","SLGR"
"SALGUERO","SLGR"
"SALGUES","SLGS"
"SALHA","SLH"
"SALHAOUI","SLH"
"SALHI","SLH"
"SALHORGNE","SLHRGN"
"SALI","SL"
"SALIBA","SLB"
"SALIBER","SLBR"
"SALIBUR","SLBR"
"SALIC","SLC"
"SALICE","SLC"
"SALICETI","SLCT"
"SALICETTI","SLCTT"
"SALICHON","SLCHN"
"SALICI","SLC"
"SALICIO","SLC"
"SALICIS","SLCS"
"SALICRU","SLCR"
"SALIDI","SLD"
"SALIDO","SLD"
"SALIEGE","SLG"
"SALIEGES","SLGS"
"SALIEN","SLN"
"SALIER","SLR"
"SALIERE","SLR"
"SALIERES","SLRS"
"SALIERNO","SLRN"
"SALIES","SLS"
"SALIETI","SLT"
"SALIGARI","SLGR"
"SALIGAULT","SLGLT"
"SALIGNAC","SLGNC"
"SALIGNAN","SLGNN"
"SALIGNAT","SLGNT"
"SALIGNE","SLGN"
"SALIGNON","SLGNN"
"SALIGNY","SLGN"
"SALIGOT","SLGT"
"SALIGUE","SLG"
"SALIH","SLH"
"SALIHI","SLH"
"SALIK","SLK"
"SALILLAS","SLLLS"
"SALIM","SLM"
"SALIMBENI","SLMBN"
"SALIME","SLM"
"SALIMI","SLM"
"SALIMINA","SLMN"
"SALIMON","SLMN"
"SALIN","SLN"
"SALINA","SLN"
"SALINAS","SLNS"
"SALINE","SLN"
"SALINERO","SLNR"
"SALINES","SLNS"
"SALINESI","SLNS"
"SALING","SLNG"
"SALINGARDES","SLNGRDS"
"SALINGRE","SLNGR"
"SALINGUE","SLNG"
"SALINI","SLN"
"SALINIE","SLN"
"SALINIER","SLNR"
"SALINIERE","SLNR"
"SALINO","SLN"
"SALINS","SLNS"
"SALIO","SL"
"SALIOT","SLT"
"SALIOU","SL"
"SALIPANTE","SLPNT"
"SALIQUE","SLQ"
"SALIQUES","SLQS"
"SALIS","SLS"
"SALISSE","SLSS"
"SALISSON","SLSSN"
"SALITOT","SLTT"
"SALIVA","SLV"
"SALIVE","SLV"
"SALIVES","SLVS"
"SALIVET","SLVT"
"SALKA","SLK"
"SALL","SLL"
"SALLA","SLL"
"SALLABER","SLLBR"
"SALLABERREMBORDE","SLLBRRMBRD"
"SALLABERRY","SLLBRR"
"SALLABERY","SLLBR"
"SALLADIN","SLLDN"
"SALLAFRANQUE","SLLFRNQ"
"SALLAGOITY","SLLGT"
"SALLAH","SLLH"
"SALLAI","SLL"
"SALLAMAND","SLLMND"
"SALLAMI","SLLM"
"SALLAN","SLLN"
"SALLAND","SLLND"
"SALLANDRE","SLLNDR"
"SALLANDROUZE","SLLNDRZ"
"SALLANNE","SLLNN"
"SALLANON","SLLNN"
"SALLANSONNET","SLLNSNNT"
"SALLANTIN","SLLNTN"
"SALLARD","SLLRD"
"SALLARDAINE","SLLRDN"
"SALLARSAIB","SLLRSB"
"SALLAS","SLLS"
"SALLAT","SLLT"
"SALLATO","SLLT"
"SALLAUD","SLLD"
"SALLAULT","SLLLT"
"SALLAY","SLL"
"SALLAYONNEL","SLLNNL"
"SALLAZ","SLLZ"
"SALLAZ-DAMAZ","SLLZ-DMZ"
"SALLE","SLL"
"SALLE DE CHOU","SLL D CH"
"SALLE-CANNE","SLL-CNN"
"SALLEBERT","SLLBRT"
"SALLEE","SLL"
"SALLEFRANQUE","SLLFRNQ"
"SALLEI","SLL"
"SALLELES","SLLLS"
"SALLEM","SLLM"
"SALLEMBIEN","SLLMBN"
"SALLEN","SLLN"
"SALLENAVE","SLLNV"
"SALLENEUVE","SLLNV"
"SALLENT","SLLNT"
"SALLER","SLLR"
"SALLERIN","SLLRN"
"SALLERON","SLLRN"
"SALLES","SLLS"
"SALLET","SLLT"
"SALLETTAZ","SLLTTZ"
"SALLETTE","SLLTT"
"SALLEY","SLL"
"SALLEYRETTES","SLLRTTS"
"SALLEYRON","SLLRN"
"SALLEZ","SLLZ"
"SALLIBARTAN","SLLBRTN"
"SALLIC","SLLC"
"SALLIEGE","SLLG"
"SALLIEN","SLLN"
"SALLIER","SLLR"
"SALLIERE","SLLR"
"SALLIET","SLLT"
"SALLIN","SLLN"
"SALLIO","SLL"
"SALLIOT","SLLT"
"SALLIOU","SLL"
"SALLMANN","SLLMNN"
"SALLO","SLL"
"SALLON","SLLN"
"SALLOT","SLLT"
"SALLOU","SLL"
"SALLOUA","SLL"
"SALLOUM","SLLM"
"SALLUSTRO","SLLSTR"
"SALLY","SLL"
"SALM","SLM"
"SALMACIS","SLMCS"
"SALMAGNE","SLMGN"
"SALMAIN","SLMN"
"SALMAN","SLMN"
"SALMARD","SLMRD"
"SALMAS","SLMS"
"SALMASO","SLMS"
"SALME","SLM"
"SALMERON","SLMRN"
"SALMET","SLMT"
"SALMI","SLM"
"SALMIER","SLMR"
"SALMIERI","SLMR"
"SALMIN","SLMN"
"SALMINE","SLMN"
"SALMISTRARO","SLMSTRR"
"SALMOCHI","SLMCH"
"SALMON","SLMN"
"SALMON-LEGAGNEUR","SLMN-LGGNR"
"SALMONA","SLMN"
"SALMONIE","SLMN"
"SALMONT","SLMNT"
"SALNELLE","SLNLL"
"SALNIKOFF","SLNKFF"
"SALNOT","SLNT"
"SALO","SL"
"SALOBERT","SLBRT"
"SALOGNE","SLGN"
"SALOM","SLM"
"SALOME","SLM"
"SALOMEZ","SLMZ"
"SALOMMEZ","SLMMZ"
"SALOMO","SLM"
"SALOMON","SLMN"
"SALOMOND","SLMND"
"SALOMONE","SLMN"
"SALOMONI","SLMN"
"SALOMONOVITCH","SLMNVTCH"
"SALOMONT","SLMNT"
"SALON","SLN"
"SALONA","SLN"
"SALONDY","SLND"
"SALONE","SLN"
"SALOPEK","SLPK"
"SALOPPE","SLPP"
"SALOR","SLR"
"SALORD","SLRD"
"SALORT","SLRT"
"SALOT","SLT"
"SALOTTI","SLTT"
"SALOU","SL"
"SALOUL","SLL"
"SALOUM","SLM"
"SALOUX","SLX"
"SALPERWYCK","SLPRWCK"
"SALPETIER","SLPTR"
"SALPETRIER","SLPTRR"
"SALPIN","SLPN"
"SALPOINTE","SLPNT"
"SALQUE","SLQ"
"SALQUEBRE","SLQBR"
"SALQUES","SLQS"
"SALS","SLS"
"SALSA","SLS"
"SALSAC","SLSC"
"SALSANO","SLSN"
"SALSE","SLS"
"SALSEDO","SLSD"
"SALSET","SLST"
"SALSI","SLS"
"SALSMANN","SLSMNN"
"SALSON","SLSN"
"SALSOU","SLS"
"SALT","SLT"
"SALTALAMACCHIA","SLTLMCCH"
"SALTARELLI","SLTRLL"
"SALTARIN","SLTRN"
"SALTEL","SLTL"
"SALTER","SLTR"
"SALTET","SLTT"
"SALTETTO","SLTTT"
"SALTI","SLT"
"SALTIEL","SLTL"
"SALTO","SLT"
"SALTON","SLTN"
"SALTRE","SLTR"
"SALTZMANN","SLTZMNN"
"SALUARD","SLRD"
"SALUAUX","SLX"
"SALUCCI","SLCC"
"SALUCE","SLC"
"SALUDAS","SLDS"
"SALUDEN","SLDN"
"SALUDES","SLDS"
"SALUDO","SLD"
"SALUS","SLS"
"SALUSSE","SLSS"
"SALUSSOLIA","SLSSL"
"SALUSTE","SLST"
"SALUSTIANO","SLSTN"
"SALUSTRI","SLSTR"
"SALUSTRO","SLSTR"
"SALUT","SLT"
"SALUZZI","SLZZ"
"SALUZZO","SLZZ"
"SALVA","SLV"
"SALVADE","SLVD"
"SALVADO","SLVD"
"SALVADOR","SLVDR"
"SALVADORE","SLVDR"
"SALVADORI","SLVDR"
"SALVADORINI","SLVDRN"
"SALVADOU","SLVD"
"SALVAGE","SLVG"
"SALVAGGIO","SLVGG"
"SALVAGIOTTI","SLVGTT"
"SALVAGNAC","SLVGNC"
"SALVAGNO","SLVGN"
"SALVAI","SLV"
"SALVAIA","SLV"
"SALVAIN","SLVN"
"SALVAING","SLVNG"
"SALVAIRE","SLVR"
"SALVALAGGIO","SLVLGG"
"SALVALAIO","SLVL"
"SALVAN","SLVN"
"SALVANE","SLVN"
"SALVANEIX","SLVNX"
"SALVANET","SLVNT"
"SALVANO","SLVN"
"SALVANT","SLVNT"
"SALVAR","SLVR"
"SALVARANI","SLVRN"
"SALVARELLI","SLVRLL"
"SALVARO","SLVR"
"SALVARY","SLVR"
"SALVAT","SLVT"
"SALVATERRA","SLVTRR"
"SALVATGE","SLVTG"
"SALVATI","SLVT"
"SALVATICO","SLVTC"
"SALVATO","SLVT"
"SALVATOR","SLVTR"
"SALVATORE","SLVTR"
"SALVATORI","SLVTR"
"SALVATORINI","SLVTRN"
"SALVAUDON","SLVDN"
"SALVAYRE","SLVR"
"SALVAZET","SLVZT"
"SALVE","SLV"
"SALVER","SLVR"
"SALVERT","SLVRT"
"SALVESTRINI","SLVSTRN"
"SALVESTRONI","SLVSTRN"
"SALVET","SLVT"
"SALVETAT","SLVTT"
"SALVETE","SLVT"
"SALVETTI","SLVTT"
"SALVEZ","SLVZ"
"SALVI","SLV"
"SALVIA","SLV"
"SALVIAC","SLVC"
"SALVIANI","SLVN"
"SALVIAT","SLVT"
"SALVIGNAC","SLVGNC"
"SALVIGNOL","SLVGNL"
"SALVIGNON","SLVGNN"
"SALVIN","SLVN"
"SALVINI","SLVN"
"SALVINO","SLVN"
"SALVO","SLV"
"SALVON","SLVN"
"SALVUCCI","SLVCC"
"SALVY","SLV"
"SALWEY","SLW"
"SALY","SL"
"SALYERES","SLRS"
"SALYN","SLN"
"SALZA","SLZ"
"SALZAC","SLZC"
"SALZANO","SLZN"
"SALZARD","SLZRD"
"SALZAT","SLZT"
"SALZE","SLZ"
"SALZEBER","SLZBR"
"SALZEDO","SLZD"
"SALZEMANN","SLZMNN"
"SALZER","SLZR"
"SALZET","SLZT"
"SALZGEBER","SLZGBR"
"SALZI","SLZ"
"SALZIGER","SLZGR"
"SALZINGER","SLZNGR"
"SALZMANN","SLZMNN"
"SAM","SM"
"SAM-LONG","SM-LNG"
"SAM-SAMBO","SM-SMB"
"SAM-WING","SM-WNG"
"SAMA","SM"
"SAMAALI","SML"
"SAMAAN","SMN"
"SAMAAR","SMR"
"SAMACOITS","SMCTS"
"SAMAD","SMD"
"SAMADET","SMDT"
"SAMADI","SMD"
"SAMAH","SMH"
"SAMAHA","SMH"
"SAMAI","SM"
"SAMAILLE","SMLL"
"SAMAIN","SMN"
"SAMAINE","SMN"
"SAMAK","SMK"
"SAMAKE","SMK"
"SAMAL","SML"
"SAMALBIDE","SMLBD"
"SAMALENS","SMLNS"
"SAMAMA","SMM"
"SAMAN","SMN"
"SAMAN LATCHIMY","SMN LTCHM"
"SAMANCI","SMNC"
"SAMANI","SMN"
"SAMANIEGO","SMNG"
"SAMANINGUE","SMNNG"
"SAMANNI","SMNN"
"SAMANOS","SMNS"
"SAMAR","SMR"
"SAMARA","SMR"
"SAMARAN","SMRN"
"SAMARAPATY","SMRPT"
"SAMARCQ","SMRCQ"
"SAMARD","SMRD"
"SAMARDZIJA","SMRDZJ"
"SAMARI","SMR"
"SAMARIA","SMR"
"SAMARTINI","SMRTN"
"SAMARUT","SMRT"
"SAMARY","SMR"
"SAMASSA","SMSS"
"SAMASSI","SMSS"
"SAMAT","SMT"
"SAMATA","SMT"
"SAMATAN","SMTN"
"SAMATE","SMT"
"SAMATHAY","SMTH"
"SAMATHI","SMTH"
"SAMAZAN","SMZN"
"SAMB","SMB"
"SAMBA","SMB"
"SAMBAIN","SMBN"
"SAMBAKE","SMBK"
"SAMBAR","SMBR"
"SAMBARDIER","SMBRDR"
"SAMBARDY","SMBRD"
"SAMBARINO","SMBRN"
"SAMBARREY","SMBRR"
"SAMBASSOUREDY","SMBSSRD"
"SAMBAT","SMBT"
"SAMBATH","SMBTH"
"SAMBATI","SMBT"
"SAMBE","SMB"
"SAMBEAT","SMBT"
"SAMBENOUN","SMBNN"
"SAMBET","SMBT"
"SAMBIMANAN","SMBMNN"
"SAMBIN","SMBN"
"SAMBLANCAT","SMBLNCT"
"SAMBLAS","SMBLS"
"SAMBLAT","SMBLT"
"SAMBO","SMB"
"SAMBOEUF","SMBF"
"SAMBON","SMBN"
"SAMBOR","SMBR"
"SAMBORSKI","SMBRSK"
"SAMBOU","SMB"
"SAMBOURG","SMBRG"
"SAMBREE","SMBR"
"SAMBRENON","SMBRNN"
"SAMBRES","SMBRS"
"SAMBRINGA","SMBRNG"
"SAMBRON","SMBRN"
"SAMBRONI","SMBRN"
"SAMBUC","SMBC"
"SAMBUCHI","SMBCH"
"SAMBUCO","SMBC"
"SAMBUGARO","SMBGR"
"SAMBUIS","SMBS"
"SAMBUSSY","SMBSS"
"SAME","SM"
"SAMEDI","SMD"
"SAMEDY","SMD"
"SAMEK","SMK"
"SAMEL","SML"
"SAMELE","SML"
"SAMELIN","SMLN"
"SAMELOR","SMLR"
"SAMER","SMR"
"SAMERY","SMR"
"SAMET","SMT"
"SAMEZ","SMZ"
"SAMI","SM"
"SAMIAR","SMR"
"SAMICA","SMC"
"SAMIE","SM"
"SAMIEC","SMC"
"SAMIER","SMR"
"SAMIERS","SMRS"
"SAMIEZ","SMZ"
"SAMIH","SMH"
"SAMIN","SMN"
"SAMINADAPOULLE","SMNDPLL"
"SAMINADEN","SMNDN"
"SAMINADIN","SMNDN"
"SAMINADIN MOUTIEN","SMNDN MTN"
"SAMIOTAKIS","SMTKS"
"SAMIR","SMR"
"SAMIS","SMS"
"SAMIT","SMT"
"SAMITIER","SMTR"
"SAMKO","SMK"
"SAMMA","SMM"
"SAMMAH","SMMH"
"SAMMAR","SMMR"
"SAMMARCELLI","SMMRCLL"
"SAMMARI","SMMR"
"SAMMARITANO","SMMRTN"
"SAMMARTANO","SMMRTN"
"SAMMARTIN","SMMRTN"
"SAMMARTINO","SMMRTN"
"SAMMIER","SMMR"
"SAMMIEZ","SMMZ"
"SAMMOUR","SMMR"
"SAMMUT","SMMT"
"SAMNI","SMN"
"SAMO","SM"
"SAMOEL","SML"
"SAMOEY","SM"
"SAMOLEJ","SMLJ"
"SAMOLYK","SMLK"
"SAMON","SMN"
"SAMORA","SMR"
"SAMOREAU","SMR"
"SAMORI","SMR"
"SAMOS","SMS"
"SAMOT","SMT"
"SAMOU","SM"
"SAMOUDI","SMD"
"SAMOUEL","SML"
"SAMOUELIAN","SMLN"
"SAMOUILLAN","SMLLN"
"SAMOUILLER","SMLLR"
"SAMOUILLET","SMLLT"
"SAMOULLIER","SMLLR"
"SAMOUN","SMN"
"SAMOUR","SMR"
"SAMOURA","SMR"
"SAMOURGOMPOULLE","SMRGMPLL"
"SAMOY","SM"
"SAMOYAU","SM"
"SAMOYAULT","SMLT"
"SAMOYEAU","SM"
"SAMOYEAULT","SMLT"
"SAMPA","SMP"
"SAMPAGNAY","SMPGN"
"SAMPAIO","SMP"
"SAMPAIX","SMPX"
"SAMPE","SMP"
"SAMPEDRO","SMPDR"
"SAMPER","SMPR"
"SAMPERE","SMPR"
"SAMPEREZ","SMPRZ"
"SAMPERIZ","SMPRZ"
"SAMPERS","SMPRS"
"SAMPEUR","SMPR"
"SAMPIC","SMPC"
"SAMPIERI","SMPR"
"SAMPIETRO","SMPTR"
"SAMPITE","SMPT"
"SAMPO","SMP"
"SAMPOIL","SMPL"
"SAMPOL","SMPL"
"SAMPOUX","SMPX"
"SAMPRE","SMPR"
"SAMPSOEN","SMPSN"
"SAMPSON","SMPSN"
"SAMPY","SMP"
"SAMRI","SMR"
"SAMSEL","SMSL"
"SAMSO","SMS"
"SAMSOEN","SMSN"
"SAMSON","SMSN"
"SAMSON-EMMANUEL","SMSN-MMNL"
"SAMSONOFF","SMSNFF"
"SAMSORA","SMSR"
"SAMTMANN","SMTMNN"
"SAMUEL","SML"
"SAMUELIAN","SMLN"
"SAMUELS","SMLS"
"SAMUT","SMT"
"SAMUYLLO","SMLL"
"SAMUZEAU","SMZ"
"SAMY","SM"
"SAMY ARLAYE","SM RL"
"SAMYDE","SMD"
"SAMYN","SMN"
"SAMZUN","SMZN"
"SAN","SN"
"SAN EMETERIO","SN MTR"
"SAN JOSE","SN JS"
"SAN JUAN","SN JN"
"SAN MARTIN","SN MRTN"
"SAN MARTINO","SN MRTN"
"SAN MIGUEL","SN MGL"
"SAN NICOLAS","SN NCLS"
"SAN PEDRO","SN PDR"
"SAN ROMAN","SN RMN"
"SAN VICENTE","SN VCNT"
"SAN-JOSE","SN-JS"
"SAN-JUAN","SN-JN"
"SAN-MARTIN","SN-MRTN"
"SAN-MIGUEL","SN-MGL"
"SAN-NICOLAS","SN-NCLS"
"SANA","SN"
"SANAA","SN"
"SANABRIA","SNBR"
"SANAC","SNC"
"SANACHY","SNCH"
"SANAGUSTIN","SNGSTN"
"SANAHUJA","SNHJ"
"SANANDE","SNND"
"SANANES","SNNS"
"SANANIKONE","SNNKN"
"SANAPO","SNP"
"SANARENS","SNRNS"
"SANASSY","SNSS"
"SANAUR","SNR"
"SANAVIO","SNV"
"SANCAN","SNCN"
"SANCANDI","SNCND"
"SANCAR","SNCR"
"SANCASSANI","SNCSSN"
"SANCASSIANI","SNCSSN"
"SANCE","SNC"
"SANCEAU","SNC"
"SANCELME","SNCLM"
"SANCELOT","SNCLT"
"SANCENOT","SNCNT"
"SANCEO","SNC"
"SANCERE","SNCR"
"SANCEREAU","SNCR"
"SANCERNE","SNCRN"
"SANCERNI","SNCRN"
"SANCERRY","SNCRR"
"SANCET","SNCT"
"SANCEY","SNC"
